id_publisher,boardgamefamily_
1270,Numbskull Games
1271,Chris Lawson
1272,Spiel-ou-Face
1273,Palitoy Ltd.
1274,Arbeitsstelle für neues Spielen
1275,Magic Meeple Games
1276,Bombshell Games
1277,Be Good Company
1278,Designs In Creative Entertainment (DICE)
1279,Friendly Rabbit Inc
1280,Mamute Jogos
1281,Brain Picnic
1282,Act in games
1283,Boxer Games
1284,Bonsai Games
1285,Rooster Teeth Games
1286,Golden Bell Games
1287,Terra Nova Games
1288,"Éditions Gladius International, Inc."
1289,Escape Studios
1290,Interactive Imagination Corporation
1291,Slag-Bla entertainment (now XXXenophile Books)
1292,Eden Studios
1293,Wonderdice
1294,Underground Games GbR
1295,Lacerta
1296,Qvinta Essentia
1297,Edition Spielkunst
1298,Randolph
1299,Gate Keeper Games
1300,"Nexci, LLC"
1301,"Square Enix Co., Ltd."
1302,Cackleberry Games
1303,Diablos Polacos
1304,Intrafin Games
1305,Posthuman Studios
1306,Games by Bicycle
1307,Cardboard Edison
1308,Black & White Games
1309,Baxbo LLC
1310,Les Jeux du Griffon
1311,"Kokusai-Tsushin Co., Ltd. (国際通信社)"
1312,Tinkerbot Games
1313,Toystorian Enterprises
1314,DFTBA Games
1315,Angelo Porazzi Games
1316,JackBro Playful Creation
1317,Oka luda Editions
1318,Columbia Pictures
1319,FlasterVenture LLC
1320,Studio 9 Incorporated
1321,Kojar
1322,Buried Without Ceremony
1323,Power Games International
1324,Crown Publishers
1325,Active Magic Games
1326,Grumpy Owl Games
1327,Nathan
1328,Axis Mundi
1329,National Geographic Society
1330,Wargames Research Group
1331,Creating Games
1332,Monte Cook Games
1333,CoCoCo
1334,"2K Games, Inc."
1335,Purple Games
1336,Nash Games
1337,Flying Meeple
1338,Bambola
1339,Ridley's Games
1340,McNeill Designs
1341,uchibacoya
1342,Chivalry Games
1343,Cat Quartet Games
1344,4Moon Studio
1345,Yanaguana Games
1346,Nerdlab Games
1347,Lost Boys Productions
1348,Giga Mech Games
1349,Last Unicorn Games
1350,Yaquinto
1351,danspil
1352,Flyos Games
1353,"3Some Games, Inc."
1354,theory11
1355,"FRED Distribution, Inc."
1356,"Force Of Will, Inc."
1357,Engames
1358,Stratus Games
1359,Holtmann VIP
1360,Quest Machine
1361,A-Muse-Ment
1362,Rudy Games
1363,Sirius Products
1364,DMZ Games
1365,Zvezda
1366,Puzzling Pixel Games
1367,Ilopeli
1368,Third World Games
1369,Fun Connection
1370,Spyglass Games
1371,Wild Card Games (Board Game)
1372,Bright World Games
1373,"XYZ Game Labs, Inc"
1374,Escape Pod Games
1375,SRG Universe
1376,"Front9, Inc."
1377,Hidden Industries GmbH
1378,Jack Darwid Games
1379,MDR
1380,Frost Forge Games
1381,Lost Battalion Games
1382,Phantom
1383,Math for Love
1384,Capstone HK Ltd.
1385,Sparkworks
1386,Alsip and Co.
1387,Gamer Nation Studios
1388,Tor Books
1389,Arkus Games
1390,B1 Games
1391,Black Box Adventures
1392,Fler bollar i luften AB
1393,Nemesis.Games
1394,Atalia
1395,Zacatrus
1396,Design Depot
1397,Bent Castle Workshops
1398,Boardgame Mall
1399,Li-He Studio
1400,neat games
1401,The Everyday Game Company
1402,Arcasam Games
1403,"Reveal Entertainment, Inc."
1404,Green Feet Games
1405,Paper Iyagi
1406,Twisted Winds Ltd
1407,Gotham
1408,Hex Games (II)
1409,LudoPathes
1410,Simpubs Ltd.
1411,Lúdilo
1412,Croner
1413,El Dragón Azul
1414,Grand Trunk Games
1415,Voodoo Games (II)
1416,Abstract Planet Ltd.
1417,Collins Epic Wargames
1418,Maxveld Games
1419,ODAM Publishing
1420,Elven Ear Games
1421,Platypus Game
1422,Wolf Fang P.H.
1423,Angry Duck Games LLC
1424,Cloud Kingdom Games
1425,Red Omega Studio
1426,Crazy Pawn Games
1427,Ogry Games
1428,RoseArt
1429,Alone Editions
1430,Revaler
1431,Lamp Light Games Inc
1432,Heartbreaker
1433,Arvis Games Inc.
1434,Wyvern Gaming
1435,Sternspieler
1436,Hallmark Games
1437,RUNES Editions
1438,Talon Strikes Studios LLC
1439,大気圏内ゲームズ (Taikikennai Games)
1440,The Wood Games
1441,Good Company Games
1442,Udo Grebe Gamedesign
1443,WIBAI Games
1444,Green Ronin Publishing
1445,Chilifox Games
1446,Faby Games
1447,Stuff By Bez
1448,ATOMO GAMES
1449,Fabryka Gier Historycznych
1450,"Critical Hit, Inc."
1451,Diamond K Games
1452,Bureau de Juegos
1453,McGartlin Motorsport Design
1454,DigiSprite
1455,Dann Kriss Games
1456,Pacesetter
1457,"Collett-Sproule Boxes, Limited"
1458,"Fantasy World, Inc."
1459,Cuaca Cerah Games
1460,Timbuk II
1461,April House
1462,CMX Games
1463,"Worthington Publishing, LLC"
1464,Art of Games
1465,Red Storm Entertainment
1466,Vainglorious Games
1467,SandTimer
1468,Shakos
1469,bePuzzled
1470,H. P. Gibson & Sons
1471,Manifest Destiny
1472,Kidultgame
1473,Flying Pig Games
1474,Tactic
1475,Runadrake
1476,Monocle Games Ltd.
1477,Weltflucht Verlag
1478,Magic Press Edizioni Srl (MPE)
1479,Tudor Games
1480,"Jennick Games, Inc."
1481,"Smart Iguana Games, LLC"
1482,UnBound Games
1483,ZimZala Games
1484,Laurin Verlag
1485,What the Frog
1486,A.I.Lab.遊
1487,Savant Garde Entertainment
1488,ABM Yayınevi
1489,Origame
1490,Funstreet Games
1491,Skyler Innovations
1492,The Really Useful Games Co.
1493,HCM Kinzel
1494,Component Game Systems
1495,"Heartland Consumer Products, LLC"
1496,Clemens Gerhards
1497,"Massif Games, LLC"
1498,KogeKogeDo
1499,Denys Fisher Toys
1500,3DTotal Games
1501,Strategy Gaming Society
1502,Sunrise Tornado Game Studio
1503,Braunkohl Verlag
1504,Panic Roll
1505,QANGO Verlag
1506,Four Esses
1507,SAS Creative
1508,Peri Spiele
1509,Steffen-Spiele
1510,Dionysos Games
1511,"Zipwhaa, Inc."
1512,Shanghai Creative Tree Cultural Spreading Co. LTD.
1513,Whyspire? Games
1514,Tresham Games
1515,International Team
1516,BFF Games
1517,Superlude Éditions
1518,MS Edizioni
1519,Thematic Games
1520,Contention Games
1521,Aristoplay
1522,Osprey Publishing
1523,Lost Games Entertainment Ltd.
1524,CardChess International
1525,Agents of Gaming
1526,Aqua Games
1527,Indie Games
1528,Fat Messiah Games
1529,Sky Kingdom Games
1530,Maze Games
1531,Silver Gaming Company
1532,Harper Prism
1533,Flying Turtle Games
1534,King Post
1535,Aasageko
1536,Games and Puzzles (magazine)
1537,SunTzuGames
1538,Toccata Games
1539,Goadrich Games
1540,Lansay
1541,Ejin 研究所 (Ejin Kenkyuujyo)
1542,OSG (Operational Studies Group)
1543,Krimsus Krimskrams-Kiste
1544,Gamut of Games
1545,Yetem S.A.
1546,Awesome Games
1547,Blue Panther
1548,Sony Computer Entertainment (SCE)
1549,Radical 8 Games
1550,Six Angles
1551,La Haute Roche
1552,Panda Cult Games LLC
1553,Reggie Games
1554,Multifaces Editions
1555,Spaceballoon Games
1556,Gamma games (Pty.) Ltd
1557,partymeeple
1558,Gryphon Forge Games
1559,"Screenlife, LLC"
1560,Hyperion Games
1561,Super Mega Games
1562,Magic Store Srl
1563,Legend Express
1564,PLAAY
1565,Rob and Dave Games
1566,GDC-GameDevCo Ltd.
1567,Diceborn Games Ltd.
1568,"The Boots Company, PLC"
1569,Knight Models
1570,Imagination Entertainment Ltd.
1571,Calamity Games
1572,Moosetache Games
1573,Gilded Skull Games
1574,Fire and Fury
1575,B&B Games Studio
1576,JAGA: Japan Games Association
1577,Gateway Games
1578,Berwick's Toy Co. Ltd.
1579,Room 17 Games
1580,Poppy Jasper Games
1581,Bad Taste Games
1582,Jira's Games
1583,Goblin Army Games
1584,Tau Leader Games
1585,MB Spiele
1586,Dwarfstar Games
1587,Ninja Star Games
1588,Perro Loko Games
1589,Dan Smith Industries
1590,"Kondrick, Inc."
1591,Mega Brands
1592,"Eye-Level Entertainment, LLP"
1593,Clay Crucible Games
1594,Korona Games
1595,Hofyland community
1596,Instituto Andaluz de la Juventud
1597,ALC Studio
1598,nestorgames
1599,Water Bear Games
1600,EIDOS Interactive
1601,Dynamic Games / Dynamic Design Industries
1602,Stragoo Games
1603,Akers Games
1604,Broderbund
1605,DG Games Entertainment (Dark Gate Games)
1606,Jason Anarchy Games
1607,Liminal Games
1608,Ludocom
1609,SunCoreGames
1610,Epic Scale Games
1611,Too Fat Lardies
1612,1A Games
1613,Comic Images
1614,3W (World Wide Wargames)
1615,Balance Games
1616,Demonic Games
1617,August Games
1618,Smart Troll Games
1619,DPH Games Inc
1620,Selchow & Righter
1621,Walter Müller's Spielewerkstatt
1622,Dujardin
1623,Five Rings Publishing Group
1624,2D6.EE (Side Quest Games)
1625,GrubTon Games
1626,Against the Odds
1627,Plepic Games
1628,梟老堂 (Fukuroudou)
1629,Shifting Skies Games
1630,"Hostage Entertainment, Ltd."
1631,Warlord Games
1632,Outset Media
1633,Float a Goat Games
1634,TUSBAS Alliance
1635,"WarriorElite, Ltd."
1636,Spiele aus Timbuktu
1637,Offason
1638,BGNations
1639,Aladdin
1640,Sophisticated Games
1641,Gunpowder Studios
1642,Wotan Games
1643,Reflexshop
1644,The Freaky 42
1645,Bensussen Deutsch and Associates
1646,Gamina Ltd
1647,Lord Raccoon Games
1648,KnC
1649,Evrikus
1650,Quantum Games (II)
1651,Bright Light Media
1652,Ad Astra Games
1653,CardLords
1654,Xeno Games
1655,Xtronaut Enterprises
1656,JUGAME STUDIO (ジュゲムスタジオ)
1657,Analog Games
1658,Mindtwister USA
1659,"Pywacket, LLC"
1660,Nosolorol Ediciones
1661,Games Research/Design (GR/D)
1662,HutChu Enterprises LLC
1663,Just Games (II)
1664,Escape Velocity Games
1665,The London Board Games Co
1666,GREIFERISTO
1667,World Within
1668,Classic Games
1669,Chaos Publishing
1670,Mál og menning
1671,Drawblack
1672,Spartan Games
1673,Fellowship of Simulations
1674,LOKI
1675,Meridiano 6
1676,Cipher Studios
1677,Ginger Snap Gaming
1678,Cards of Fate
1679,Platypus Industries
1680,HungryRobot
1681,Inventedfor.com
1682,Bushiroad Inc.
1683,Playus Maximus
1684,Topi Games
1685,Asymmetric Publications
1686,Lucky loser
1687,Real Deal Games
1688,"INI, LLC"
1689,Hologrin Studios
1690,"Monkey Jump Games, LLC"
1691,C4 / Creative Cell
1692,DG Associates
1693,Hot Taco Inc
1694,Alchemicus.pl
1695,WiWa Spiele
1696,Postindustrial Games
1697,Doomsday Robots
1698,Thornhenge
1699,G&RRR
1700,Livingstone Games
1701,XTR Corp
1702,Hawk Wargames
1703,Battleline
1704,Circuit Works
1705,Revolution Games (II)
1706,Gamewalker
1707,Companion Games
1708,InMotion
1709,Peká Editorial
1710,Trip West Games
1711,Resource Games
1712,GameZone Miniatures
1713,Blue Wing Games
1714,Hill Gaming Company
1715,Smiling Monster Games
1716,Fiasco Games Company
1717,"Questone Marketing, Inc."
1718,CBS Electronics
1719,American Toys
1720,Little Rocket Games
1721,Helvetia Games
1722,Golden Age Games
1723,Advendise
1724,YAY Games
1725,Foam Hammer Games
1726,Gifted Vision
1727,Dourios
1728,Aurora
1729,VentoNuovo Games
1730,Susan Prescot Games
1731,Bioviva
1732,Charbanova
1733,Demoela Giochi
1734,MGA Entertainment
1735,Oeuf Cube Editions
1736,Bannan Games
1737,Game Flow
1738,"The Pericles Group, LLC"
1739,Kilovolt Design
1740,Cold Creek Publishing Co.
1741,Omega Games (I)
1742,Dreadful Games
1743,UniForge Games
1744,Gatwick Games
1745,Cobblestone Games
1746,Studio Stratosphères
1747,Crazy Like a Box
1748,Bonsai Entertainment
1749,District Games
1750,Bellica Third Generation
1751,Miniaturicum
1752,Epic Games
1753,Game Knight Games
1754,Bedbug Games
1755,A.ger Games
1756,2Fat2Fly
1757,Apokalypse Inc
1758,TTCombat
1759,Kirjalito
1760,"Sababa Toys, Inc."
1761,Bleem Divertissements Inc.
1762,"LPS, Inc."
1763,Ruddy Games
1764,CZ Games
1765,Fellowship Games
1766,上海一逸文化传播有限公司
1767,Peacock Tabletops
1768,Obscure Reference Games
1769,"VicTim Games, LLC"
1770,Future Magic Games
1771,On Military Matters
1772,Spielquader
1773,"Word Blur, LLC"
1774,Farm Fresh Games
1775,Cheatwell Games
1776,CtrlAltCreative
1777,Domina Games
1778,Vile Genius Games LLC
1779,Eternal Revolution
1780,Play Nation Studios
1781,Brettco Inc.
1782,Pull the Pin Games
1783,Salvador Games
1784,BOARD TO DEATH
1785,Ludimaniac
1786,Enginuity
1787,Vorpal Chainsword Games
1788,Medieval Lords
1789,"Coleco Industries, Inc."
1790,Kikigagne?
1791,Ludopolis
1792,Speltjanst
1793,Voodoo Bunny Co. LLC
1794,conBarba
1795,"Box of Golf, Inc."
1796,Games & Gears LLP
1797,Pixie Games
1798,Giant Hobby
1799,A.P.S. Che l'Inse - Demoelà project
1800,La Montagnard Inc.
1801,Gambit
1802,Golden Laurel Entertainment
1803,Yoka by Tsume
1804,Reihon Games LLC
1805,Mancalamaro
1806,Aerjen Games
1807,Third Dynasty Games
1808,Draco Studios
1809,Tactrics
1810,Gottick Games
1811,KENSHO Kft.
1812,Gung Ho Games
1813,Demagames
1814,HISTERIA GAMES
1815,Cremm
1816,Infinite Dreams Gaming
1817,"Caledea, LLC"
1818,Education Outdoors
1819,Wargamer Games Studio
1820,Tuonela Productions Ltd.
1821,iDventure
1822,"Swan Panasia Co., Ltd."
1823,Toolbox for Education and Social Action
1824,Explor8
1825,International Games
1826,Groovus Games Unlimited
1827,Evofun Inc
1828,The Pokémon Company International
1829,Board Not Bored Games
1830,White Dog Games
1831,Mark Steere Games
1832,Doppio Gioco
1833,Hexy Studio
1834,Editions Philibert
1835,Holocubierta Ediciones
1836,Fibonacci
1837,Warm Acre
1838,Spielzeit!
1839,Wild Power Games
1840,Smartass Games Ltd.
1841,Dark House
1842,Naylor Games
1843,darbel
1844,4Hogs d.o.o.
1845,Igramoon Spieleverlag
1846,Zephyr Workshop
1847,V Games
1848,Brainbox Games Pty Ltd
1849,Electronic Arts Inc. (EA)
1850,Spielcraft Games
1851,Octoraffe Games
1852,SkirmishCampaigns
1853,Giant Goblin Games
1854,Trefl
1855,Puremco
1856,Papergames (I)
1857,EMS
1858,Blacksburg Tactical Research Center
1859,1-2-3-Games Éditions
1860,Invicta Games
1861,Outer Limit Games (II)
1862,ThinkNoodle Games
1863,Chocolate Pi Games
1864,Unique Board Games LTD (UBG)
1865,Eurydice Games
1866,Тверская типография
1867,Jumpin Banana
1868,Wingnut Games
1869,壬辰 (Imjin Creative)
1870,Mercurio
1871,Squirmy Beast
1872,Gamesmiths
1873,Grimspire
1874,Lost Boy Entertainment
1875,Tortugames
1876,Board Game Brothas
1877,CEJI
1878,StonePlay
1879,Cardboard Dynamo
1880,Amico Giò
1881,Agata Zasowska
1882,Freak & Chic LLC
1883,Let's Play
1884,Clem Toys
1885,Rose & Poison
1886,Hit 'Em With a Shoe
1887,Simulations Canada
1888,PlastCraft Games
1889,Argo Games
1890,Onni Games
1891,Diachron Games
1892,PLAYthisONE
1893,Giant Roc
1894,Dust Studio
1895,Cherry Picked Games
1896,Juhu-Spiele
1897,The Happy Puzzle Company
1898,Più Trentanove (Thirty-Nine More)
1899,Delirium Games
1900,Simba Toys
1901,QED Games
1902,GCT Studios
1903,Games 4 Gamers
1904,Bernard Games L.L.C.
1905,Warhammer Historical Wargames Ltd
1906,Epic Slant Press LLC
1907,Shoot Again Games
1908,Battles Magazine
1909,Tuppertoys
1910,Glass Cannon Unplugged
1911,Buzzy Games
1912,Japanime Games
1913,"Bojeux, Inc."
1914,"Cinelinx Media, LLC"
1915,Magpie Games
1916,CounterClockwork Games
1917,Kärnan
1918,Mizo Games
1919,"The Games Gang, LTD"
1920,Killer Robot Games
1921,Keep Exploring Games
1922,Débâcle Jeux
1923,Black'N'White Games Ltd.
1924,OSTIA Spiele
1925,V3G
1926,(Looking for a publisher)
1927,Score Entertainment
1928,Touch Paper Press
1929,Ludorum Games
1930,Bico de Lacre
1931,United Square
1932,Travel Buddy Games
1933,Bisonte
1934,Nerdvana Games
1935,KnA Games
1936,Bomba Games
1937,Imbalanced Games LLC
1938,Holzinsel
1939,Palladium Books
1940,Dice Sports
1941,Placebo Press
1942,Flip Flap Editions
1943,Feige Spiele
1944,Stimulus Games
1945,Casus Belli
1946,Mystic Ape Games
1947,Gabriel
1948,Spielefaible
1949,HL Games
1950,CGC Games
1951,Dragon
1952,Economicus
1953,Ludic
1954,Pink Godzilla Games
1955,Tiger Electronics
1956,Precis Intermedia
1957,Formosa Force Games
1958,A Couple 'A Cowboys
1959,"Shepherd Kit, Inc."
1960,Journeyman Press
1961,Sphinx Spieleverlag
1962,Sentient Cow Games
1963,Ruibal Hermanos S.A.
1964,Troll Lord Games
1965,Barrett Publishing
1966,Pasacronos
1967,Creations Chaos Inc.
1968,"Electric Games, LLC"
1969,Venatus Ediciones
1970,District 31
1971,Hidra Games
1972,Dice High Company
1973,Ambush Alley Games
1974,Fight in a Box
1975,Jumping Turtle Games
1976,Amphora Games
1977,Hen House Games
1978,Cinnamon Games
1979,Drechsler
1980,Kampfhummel Spiele GmbH
1981,Orchard Toys
1982,Main Street Publishing
1983,Captain Macaque
1984,Scribabs
1985,MJ&E Productions
1986,Barrel Aged Games
1987,Lowen Games
1988,Mystical Games
1989,Jolly Games
1990,CDP.pl
1991,Stone Sword Games
1992,Bedsit Games
1993,RealmsMasters Game Forge
1994,Galactic Sneeze
1995,Ayatsurare Ningyoukan
1996,Far Future Enterprises
1997,Gamer
1998,Turn One Gaming Supplies
1999,Åhlén & Åkerlund
2000,Cameo Games
2001,New England Simulations
2002,Hobbygames Ltd.
2003,COLON ARC
2004,Insight Games
2005,"Bear & Bandit, LLC"
2006,Qian Qi Dong Man
2007,Sir Chester Cobblepot
2008,Pioneer
2009,Battle Hardened Games
2010,Konami
2011,Ediciones Zinco S.A.
2012,Soaring Rhino
2013,3-headed dog
2014,Seabrook Studios
2015,Awful Fantasy
2016,Suntex
2017,Uncanny Cardboard
2018,Paisley Board Games
2019,McNaughty Games
2020,Black Locust Games
2021,Signal Fire Studios
2022,Stupor Mundi
2023,BYR Games
2024,Icarus Games (US)
2025,AG Müller (AGMüller)
2026,Heavy Punch Games
2027,Penny Arcade
2028,homunculus spiel
2029,"Scimitar Games, Inc."
2030,Kheper Games
2031,Franz Schmidt
2032,Role et Strategie Editions
2033,OOMM
2034,And That's The Way It Was...
2035,Maple Games
2036,Iff Studios
2037,Martinex
2038,Wonderspell
2039,CosplaYou
2040,HGN Games
2041,Skipshot Games
2042,Forged by Geeks
2043,Revision Games
2044,Californian Products
2045,Specialist Military Publishing
2046,BlankMediaGames LLC
2047,Allumbra
2048,"Cayro, the games"
2049,Anvil 8 Games
2050,The Gadget Shop
2051,Ghettopoly.com
2052,Spider-Goat Games
2053,Mighty Fun
2054,Rumba Games
2055,Super Noob Games
2056,Hattrick
2057,Discovery Bay Games
2058,Ensignia Games
2059,Pacific Rim Publishing
2060,Przedsiębiorstwo Innowacyjno-Wdrożeniowe Medicat sp. z o. o.
2061,Black Dove Games
2062,XVgames
2063,Replay Publishing
2064,One Draw
2065,"Engine ID, Ltd."
2066,Hogg Publishing
2067,Educa Borras
2068,CreativaMente
2069,Hungarotoys
2070,Game Harbor
2071,Arti Grafiche Ricordi
2072,Cloud Games
2073,Craft Fair Games
2074,Id&aL Editions
2075,Cerebrer Games
2076,Aviary Games
2077,4 Sisters Games
2078,Waddingtons
2079,MANGROVE GAMES
2080,Leprechaun Games (Board Game)
2081,Stormcrest Games
2082,Arcastudio
2083,HaKubia
2084,intellego holzspiele
2085,HYBR
2086,The Games Team Ltd.
2087,Copper Frog Games
2088,Frog the What Games
2089,"Boardroom Productions, Ltd."
2090,Europa Simulazioni
2091,Ludocortex
2092,Vae Victis
2093,Conceptual Math Media
2094,The Canadian Group
2095,"Fleet Games, Inc."
2096,Invedars
2097,Lionel Trains
2098,Peter Pan Playthings
2099,Quarterdeck Games
2100,Boxed Lightning
2101,Muduko
2102,MOZI Games
2103,Mountaintop Games
2104,Sega Toys
2105,LOGIS
2106,Kenner
2107,Pangea Games
2108,Anoch Game Systems
2109,Lazy Squire Games
2110,0 hr art & technology
2111,BARD Games LLC
2112,MeterMorphosen
2113,DTDA Games
2114,Fanfor-Verlag
2115,Kallmeyer
2116,Lúdika y Artefactos
2117,Gowell Classic Games
2118,Le Délirant
2119,双子のライオン堂 (Twins Lion Do)
2120,Crystal Spider
2121,"Creaciones Lúdicas Sinoespañolas, S.L."
2122,Berea College Crafts
2123,Ludens Spirit
2124,Thin Red Line Games
2125,Corglenburg Ltd.
2126,"Spółdzielnia Rzemieślnicza ""Żoliborz"""
2127,Sunday Club Games
2128,Fabrika Igr
2129,Tanemaki Designs
2130,BARPIG
2131,Firelock Games
2132,Tyto Games
2133,Cosmoludo
2134,Black Oak Games
2135,Brainteasers
2136,Horst Rokitte - Ideen für Spiele
2137,Mythica Gaming
2138,The Bodleian Library
2139,FableSmith
2140,One Thousand XP
2141,Old Casa Games
2142,Late for the Sky Production Company
2143,uWookiego
2144,Big Kid Games
2145,Great Escape Games
2146,Maynard's
2147,Cogito ergo Meeple
2148,Kraken Games
2149,Decking Awesome Games
2150,Card Castle
2151,"Versal Technologies, Inc."
2152,Tailor Games
2153,Callao
2154,Cardium Games Ltd.
2155,Regular People Gaming
2156,One Small Step
2157,Sugorokuya
2158,John Waddington Ltd.
2159,Funmaker Games
2160,Evil Polish Brothers
2161,Treesharp Games
2162,B. E. Game Corp
2163,Warehouse Games GmbH
2164,Nelostuote Oy
2165,RealityGame
2166,Casasola
2167,Synelix
2168,KYF Edition
2169,Room and Board Games
2170,Learning Resources
2171,Boîte de Jeux
2172,Juegos Crone
2173,Intellect Games
2174,Light N Games Inc.
2175,"Standard Games and Publications, Ltd."
2176,Imp House LLC.
2177,Pair-of-Dice Games
2178,SolarFlare Games
2179,"Gozer Games, LLC"
2180,Caravel Games
2181,"CribbGolf, Inc."
2182,Deer Games
2183,Target Games
2184,Atheris Games
2185,Ditoys
2186,Splattered Ink Games
2187,Sigil Stone Publishing
2188,Make Believe Games
2189,Jing Studio
2190,Exocrate Games
2191,Haywire Group
2192,Kudu Games
2193,Unplugged
2194,RBG
2195,Chancegamer LLC.
2196,Éditions du Boréal
2197,MomentumVolsk
2198,Table Forged
2199,Doppeldenkspiele
2200,BV Leisure Ltd
2201,MMG Ltd.
2202,Mentha Designs
2203,2 Ton Porcupine
2204,Project Genius
2205,Aegir Games
2206,Giochi Rari
2207,Brändi
2208,Bucaneiros Jogos
2209,Intaglyph
2210,Darrington Press
2211,Caper Games
2212,Cucafera Games
2213,"Urban Island Games, LLC"
2214,Grapac Japan
2215,Smart Flamingo
2216,Legion Supplies
2217,Flagship Magazine
2218,TF Verlag UG
2219,Unicorn (I)
2220,Summon Entertainment Corp
2221,Amalgam
2222,Imperium
2223,David Wang Studio
2224,Huki
2225,Sizigi Studios
2226,Fire Squadron
2227,Bezzerwizzer ApS
2228,Funbox Editora
2229,KP Games
2230,Past Go Gaming
2231,Workhouse Games
2232,Peculiarity
2233,Spear's Games
2234,7/5 Games
2235,Johnny Reb Game Company
2236,Hypercube Games
2237,"Legendary Games, Inc."
2238,Blood & Cardstock Games
2239,Treasure Falls Games
2240,Worldshapers
2241,Grim Games
2242,Dazzleedu
2243,Slinky Gibbon Games
2244,Horizon Games (III)
2245,Valiant Game Studio AB
2246,Buchclub
2247,The Card Cabinet
2248,Geoludie
2249,Emperors of Eternal Evil
2250,Live Oak Games
2251,Cybergecko
2252,"LearningHerbs.com, LLC"
2253,Pegasus Hobbies
2254,Ariac Games
2255,FunDaMental Games
2256,thinkgeek.com
2257,Argyx Games
2258,"Intercommerce of America, Inc."
2259,VUCA Simulations
2260,Funtastic
2261,Mind Fitness Games
2262,Yggdrasil Jocs S.L.
2263,Tolmayax Games
2264,AOP (Aquariums of Pantheon)
2265,Giuoco
2266,Gripping Beast
2267,Il Barone Games S.r.l.
2268,Goldmerk
2269,Playford Games
2270,Carrera Tabletop Games
2271,"Margaret Weis Productions, Ltd."
2272,Poncho Games Argentina
2273,Red Republic Games
2274,Uncle Skunkle Toys
2275,Clever Unicorn Games
2276,RUDY3 Publishing
2277,Game Absorber
2278,MS Jogos
2279,Eesti päevaleht
2280,A1 Asakusa Toy Co. (株) エーワン
2281,Dreamcraft Games
2282,Exile Game Studio
2283,Gotta2 (ゴッタニ / Gottani)
2284,Panther Games
2285,3am Games
2286,Living Worlds Games
2287,Roll D6 Games
2288,Maldón
2289,MJ Games
2290,Purple Meeple Games
2291,Meetpoint LLC
2292,Playco Hawaii
2293,He Does Not Throw Dice Limited
2294,Jacob's Brick Games
2295,L'Arbre a Jouer
2296,Dachshund Games
2297,"S & S Innovations, Inc."
2298,Opportunity Games
2299,Old School Wargames
2300,Red Mojo
2301,Nelospelit
2302,"Research Games, Inc. / Athol / RGI / ARC"
2303,Story Machine Games
2304,Veldi Games
2305,Product Arts LLC
2306,Aardman Animation
2307,Walt Disney Productions
2308,Games Afoot
2309,Real Wallachian Games
2310,Enhance Games
2311,Chemoplast Brno
2312,Dust Bunny Games
2313,Subsurface Games
2314,Hellion Cat
2315,Tembo Games
2316,Trofé
2317,Tiny Battle Publishing
2318,Lagniappe Games
2319,Custom Game Co.
2320,"Triple Ace Games, Ltd."
2321,Crib Wars International Corp.
2322,Gamesformotion
2323,Kobold Spieleverlag
2324,Vagabund
2325,Éveil & Jeux
2326,Mind Candy
2327,Sixpence Games
2328,DeAgostini
2329,Magnolia Game Company
2330,NoDiceBoardGames Ltd.
2331,Rabbiteer
2332,Burning Games
2333,Brouhaha Games
2334,Canopus Consultancies
2335,Bartl
2336,Raku Games
2337,Apotheosis Games LLC
2338,Inward Games
2339,Dr. Richter Konfliktsimulationen
2340,Playtoy Industries
2341,Selecta Spel en Hobby
2342,"Supersonic Bionic, LLC"
2343,Game Company No. 3
2344,TGG Games
2345,"Big Toe Games, Inc."
2346,Fantasy Workhouse
2347,"Covenant Communications, Inc."
2348,icarus
2349,Infinity and More
2350,"Grenadier Models, Inc."
2351,Last Ditch Games
2352,Guidon Games
2353,Time Slug Studio
2354,Everwerks
2355,GameWick Games
2356,CASA Consultors i Arquitectes SL
2357,Agie Games
2358,Stractical Concepts
2359,Guru Fabric
2360,2D10
2361,Mighty Fist Games
2362,Blauberry
2363,Rhino Game Company
2364,"R. A. Frederickson, Inc."
2365,SINONIS
2366,River Edge Game Company
2367,Lonny Games
2368,STORMAKTEN Production
2369,Andrew / Clay Games
2370,Hunt A Killer
2371,Dracomaca
2372,Murfett
2373,The Space Gamer
2374,Instytut Wydawniczy Erica
2375,SPW (Schroeder Publishing & Wargames)
2376,Visionary
2377,Koplow Games
2378,Dog Might Games
2379,The Infantree
2380,Never Peak Games
2381,Soylent Games
2382,するめデイズ (Surume Days)
2383,Vice Games
2384,MCS Group
2385,Dagoy
2386,Lost Adept Distractions
2387,Canons en Carton
2388,"Distinctive Games, Inc."
2389,Mindtwister AB
2390,Juegos Fournier
2391,Royal Art Games
2392,Orca Jocs
2393,Moroz Dev Studio
2394,Mindmade Games
2395,Boardgame Guerilla
2396,Paw Warrior Games
2397,Baloise Group
2398,SYYA Games
2399,Dast Work srl
2400,"Mystic Tiger Games, LLC"
2401,Quantum Printing
2402,Darwin Project
2403,B&B Productions
2404,Minden Games
2405,Snake Eyes Games
2406,Modest Games
2407,Inte-gra
2408,"BLM Games, Inc."
2409,Cirondo Games Company Limited
2410,BANANA SMILE
2411,Relaxx
2412,Dissimula Edizioni
2413,I Libri del No
2414,Coerceo Company
2415,Vatal Entertainment Studio
2416,Hiatus Games
